input_size, time
100, 0.008202552795410156
500, 0.006610870361328125
1000, 0.011400938034057617
5000, 0.04938697814941406
10000, 0.09709382057189941
50000, 0.6064398288726807
100000, 1.282480001449585
300000, 4.1877710819244385
500000, 7.810033082962036
800000, 12.229126930236816
1000000, 16.544440031051636
